league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,1,0,18,0,0,0,,HAR,[],0,0,0,-1,0,0,1991-92,,0,2,0,0
NHL,81,2,19,160,51,6,,HAR,[],12.5,16,31,-19,20,0,1992-93,,4,37,0,25
NHL,67,3,20,96,28,1,,TOT,[],14.6,12,14,-8,14,0,1993-94,,2,51,0,13
NHL,9,0,20,13,3,0,,HAR,[],15.4,1,1,-8,2,0,1993-94,,1,11,0,1
NHL,58,3,20,83,25,1,,CHI,[],14.5,11,13,0,12,0,1993-94,,1,40,0,12
NHL,45,2,21,77,30,2,,CHI,[],19.5,11,15,13,15,0,1994-95,,4,53,0,13
NHL,46,0,22,51,16,0,,TOT,[],13.7,6,9,7,7,0,1995-96,,1,16,0,9
NHL,38,0,22,40,15,0,,CHI,[],17.5,6,8,7,7,0,1995-96,,1,16,0,8
NHL,8,0,22,11,1,0,,TBL,[],0.0,0,1,0,0,0,1995-96,,0,0,0,1
NHL,73,1,23,124,26,2,,TBL,[],9.7,7,14,-16,12,3,1996-97,,2,56,1,11
NHL,78,1,24,88,19,2,,TOT,[],6.8,5,13,-4,6,1,1997-98,,0,27,2,9
NHL,44,0,24,49,9,0,,TBL,[],4.1,2,7,-3,2,0,1997-98,,0,19,2,5
NHL,34,1,24,39,10,2,,MTL,[],10.3,3,6,-1,4,1,1997-98,,0,8,0,4
NHL,81,1,25,87,25,0,1094,MTL,[],9.2,7,17,6,8,1,1998-99,13:30,0,21,0,17
NHL,82,2,26,82,15,0,1030,MTL,[],12.2,9,5,-15,10,1,1999-00,12:34,0,17,1,4
NHL,52,4,27,65,20,2,690,MTL,[],13.8,9,11,1,9,0,2000-01,13:16,0,13,1,8
NHL,28,0,28,15,5,0,258,MTL,[],0.0,0,5,6,0,0,2001-02,9:13,0,6,0,5
