pim,team,assists,plus_minus,points,league,games_played,year,age,goals
4,Ottawa 67\'s,1,-2,1,OHL,5,1999-00,16,0
22,Ottawa 67\'s,11,2,12,OHL,20,2000-01,17,1
25,Ottawa 67\'s,5,-7,7,OHL,13,2001-02,18,2
25,Ottawa 67\'s,19,15,27,OHL,23,2002-03,19,8
2,St. John\'s Maple Leafs,1,-5,1,AHL,5,2004-05,21,0
10,Toronto Marlies,4,-3,4,AHL,5,2005-06,22,0
10,San Antonio Rampage,5,-1,7,AHL,7,2007-08,24,2
10,EHC Biel-Bienne,4,0,4,Swiss,6,2010-11,27,0
4,Connecticut Whale,1,-2,1,AHL,5,2011-12,28,0
6,Frolunda HC Goteborg,0,0,1,Sweden,6,2012-13,29,1
