game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,0,0,0,28,2,1926-27,0,0,3,0,,NHL,0,0,24,16,[],5,0,,CBH
0,0,0,0,0,10,1929-30,0,0,7,0,,NHL,0,0,27,42,[],17,0,,CBH
0,0,0,0,37,4,1930-31,0,0,2,0,,NHL,0,0,28,40,[],6,0,,TOT
0,0,0,0,25,3,1930-31,0,0,1,0,,NHL,0,0,28,28,[],4,0,,CBH
0,0,0,0,12,1,1930-31,0,0,1,0,,NHL,0,0,28,12,[],2,0,,NYA
0,0,0,0,48,7,1932-33,0,0,4,0,,NHL,0,0,30,43,[],11,0,,NYA
0,0,0,0,43,7,1933-34,0,0,0,0,,NHL,0,0,31,31,[],7,0,,TOT
0,0,0,0,9,1,1933-34,0,0,0,0,,NHL,0,0,31,11,[],1,0,,NYA
0,0,0,0,5,0,1933-34,0,0,0,0,,NHL,0,0,31,2,[],0,0,,CBH
0,0,0,0,29,6,1933-34,0,0,0,0,,NHL,0,0,31,18,[],6,0,,NYR
