assists,year,games_played,points,goals,team,age,pim,plus_minus,league
1,1916-17,3,1,0,Regina Victorias,14,0,0,S-SSHL
2,1917-18,6,14,12,Regina Pats,15,6,0,RCJHL
8,1918-19,10,48,40,Regina Pats,16,6,0,RCJHL
1,1919-20,5,15,14,Regina Pats,17,16,0,RJrHL
0,1919-20,2,1,1,2 Teams,17,0,0,S-SSHL
0,1919-20,1,0,0,Reginas,17,0,0,S-SSHL
0,1919-20,1,1,1,Regina Braves,17,0,0,S-SSHL
1,1920-21,14,5,4,Regina Victorias,18,42,0,SSHL
2,1921-22,21,15,13,Saskatoon/Moose Jaw,19,19,0,WCHL
0,1922-23,29,6,6,Regina Capitals,20,20,0,WCHL
3,1923-24,30,11,8,Regina Capitals,21,39,0,WCHL
4,1924-25,27,17,13,Regina Capitals,22,86,0,WCHL
7,1925-26,29,12,5,Portland Rosebuds,23,46,0,WHL
3,1927-28,37,12,9,Kansas City Pla-Mors,25,87,0,AHA
5,1928-29,40,15,10,Kansas City Pla-Mors,26,101,0,AHA
9,1931-32,40,15,6,New Haven Eagles,29,102,0,Can-Am
0,1933-34,4,0,0,Syracuse Stars,31,8,0,IHL
