year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1940-41,18,4,0,9,0,OHA-Jr.,13,Toronto Native Sons,13
1940-41,18,7,4,9,0,TMHL,20,Toronto Campbell\'s,16
1941-42,19,5,16,29,0,OHA-Jr.,23,Brantford Lions,34
1942-43,20,6,0,13,0,AHL,37,Indianapolis Capitols,19
1943-44,21,1,0,0,0,AHL,1,Indianapolis Capitols,1
