pim,team,assists,plus_minus,points,league,games_played,year,age,goals
2,Port Huron Flags,1,0,1,IHL,3,1968-69,20,0
4,Port Huron Flags,6,0,9,IHL,15,1969-70,21,3
2,Port Huron Flags,6,0,12,IHL,14,1970-71,22,6
13,Port Huron Wings,5,0,12,IHL,15,1971-72,23,7
16,Virginia Wings,11,0,14,AHL,13,1972-73,24,3
0,Port Huron Flags,1,0,2,IHL,5,1974-75,26,1
20,Port Huron Flags,9,0,19,IHL,15,1975-76,27,10
12,Toledo Goaldiggers,13,0,24,IHL,17,1977-78,29,11
0,Toledo Goaldiggers,3,0,6,IHL,6,1978-79,30,3
0,Toledo Goaldiggers,1,0,3,IHL,4,1979-80,31,2
11,Flint Generals,0,0,0,IHL,4,1981-82,33,0
0,Flint Generals,3,0,3,IHL,5,1982-83,34,0
