bad_start,shutouts,awards,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,good_starts,age,good_start_precentages,saves,pim,goals,games_started,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,goalie_point_share,assists,ties,wins,games_played,minutes
0,1,"[{'link': '/awards/voting-1987.html#vezina', 'name': 'Vezina-8'}]",0,3.17,4.17,810,NHL,0,21,0,717,2,0,0,96,93,.885,1986-87,WIN,7,4.7,0,3,18,31,1758
0,2,[],2,3.51,2.93,1489,NHL,0,22,0,1313,12,0,0,98,176,.882,1987-88,WIN,19,8.3,2,7,22,56,3010
0,0,[],0,5.96,0,255,NHL,0,23,0,211,0,0,0,0,44,.827,1988-89,WIN,8,0.4,0,0,0,9,443
0,1,[],1,3.69,-8.35,771,NHL,0,24,0,671,8,0,0,109,100,.870,1989-90,TOT,14,3.5,1,3,11,29,1627
0,1,[],1,3.72,-6.72,667,NHL,0,24,0,581,6,0,0,108,86,.871,1989-90,WIN,11,3.1,1,3,10,24,1387
0,0,[],0,3.50,0,104,NHL,0,24,0,90,2,0,0,0,14,.865,1989-90,MNS,3,0.4,0,0,1,5,240
0,1,[],0,3.31,6.78,1086,NHL,0,25,0,969,10,0,0,95,117,.892,1990-91,LAK,11,6.5,0,4,20,37,2119
0,0,[],0,3.79,-9.05,697,NHL,0,26,0,610,0,0,0,112,87,.875,1991-92,TOT,14,3.0,0,3,8,27,1378
0,0,[],0,4.04,-5.49,541,NHL,0,26,0,475,0,0,0,109,66,.878,1991-92,LAK,10,2.4,0,1,7,19,979
0,0,[],0,3.16,0,156,NHL,0,26,0,135,0,0,0,0,21,.865,1991-92,BOS,4,0.5,0,2,1,8,399
0,0,[],1,4.30,-9.95,739,NHL,0,27,0,644,2,0,0,112,95,.871,1992-93,OTT,17,3.1,1,1,2,25,1326
0,0,[],0,120.00,0,2,NHL,0,28,0,0,0,0,0,0,2,.000,1993-94,OTT,0,-0.1,0,0,0,1,1
