age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,0,0,0,0,NHL,1,0,1942-43,0,0,0,,0,0,,TOR,0
24,SC,0,0,0,0,NHL,0,0,1946-47,0,0,1,,0,0,,TOR,1
25,SC,0,0,1,0,NHL,9,0,1947-48,0,0,1,,0,2,,TOR,2
26,SC,0,0,3,0,NHL,9,0,1948-49,0,0,2,,0,4,,TOR,5
27,,0,0,0,0,NHL,7,0,1949-50,0,0,3,,0,4,,TOR,3
28,SC,0,0,3,0,NHL,0,0,1950-51,0,0,4,,0,0,,TOR,7
29,,0,0,1,0,NHL,4,0,1951-52,0,0,1,,0,0,,TOR,2
30,,0,0,2,0,NHL,11,0,1952-53,0,0,1,,0,9,,BOS,3
31,,0,0,0,0,NHL,4,0,1953-54,0,0,0,,0,0,,BOS,0
32,,0,0,0,0,NHL,4,0,1954-55,0,0,0,,0,4,,TOR,0
