pim,team,assists,plus_minus,points,league,games_played,year,age,goals
4,Sk\xc3\xa5ne,1,0,4,TV-Pucken,8,2010-11,14,3
2,Malm\xc3\xb6 Redhawks J18,0,0,0,J18 Elit,4,2010-11,14,0
20,Malm\xc3\xb6 Redhawks J18,1,0,1,J18 Allsvens,13,2010-11,14,0
8,Sweden U16 (all),9,18,11,Internationa,11,2011-12,15,2
6,Sk\xc3\xa5ne,2,-5,7,TV-Pucken,8,2011-12,15,5
4,Malm\xc3\xb6 Redhawks U16,4,0,8,U16 Elit,3,2011-12,15,4
6,Malm\xc3\xb6 Redhawks J20,3,3,3,SuperElit,13,2011-12,15,0
47,Malm\xc3\xb6 Redhawks J18,16,2,22,J18 Elit,23,2011-12,15,6
8,Sweden U18 (all),3,2,5,Internationa,10,2012-13,16,2
6,Sweden U18,0,3,1,WJC-18,5,2012-13,16,1
12,Sweden U17 (all),4,1,6,Internationa,5,2012-13,16,2
48,Malm\xc3\xb6 Redhawks J20,1,-8,6,SuperElit,8,2012-13,16,5
0,Malm\xc3\xb6 Redhawks J18,2,1,2,J18 Allsvens,1,2012-13,16,0
22,Malm\xc3\xb6 Redhawks,8,-8,11,Allsvenskan,38,2012-13,16,3
12,Malm\xc3\xb6 Redhawks J20,4,4,5,SuperElit,8,2013-14,17,1
26,Malm\xc3\xb6 Redhawks,10,4,13,Allsvenskan,43,2013-14,17,3
26,Sweden U18 (all),9,-3,11,Internationa,13,2013-14,17,2
14,Sweden U18,1,-2,3,WJC-18,7,2013-14,17,2
10,Sweden U18,4,-2,4,Hlinka Memor,4,2013-14,17,0
88,Barrie Colts,52,14,64,OHL,67,2014-15,18,12
0,Sweden U20 (all),1,0,4,Internationa,4,2015-16,19,3
60,Barrie Colts,51,34,60,OHL,64,2015-16,19,9
38,Stockton Heat,19,13,22,AHL,54,2016-17,20,3
