pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,TPS Turku U18,2,0,2,Fin-U18,2,1993-94,16,0
2,TPS Turku Jr.,1,0,2,Fin-Jr.,5,1993-94,16,1
30,TPS Turku U18,6,0,10,Fin-U18,8,1994-95,17,4
2,TPS Turku,0,0,0,Finland,3,1995-96,18,0
6,HIFK Helsinki,3,0,7,Finland,9,1997-98,20,4
6,TPS Turku,5,0,8,Finland,10,1998-99,21,3
12,Saint John Flames,2,0,2,AHL,6,2000-01,23,0
4,Blues Espoo,0,0,0,Finland,3,2001-02,24,0
2,Blues Espoo,1,0,2,Finland,7,2002-03,25,1
4,Blues Espoo,0,0,0,Finland,9,2003-04,26,0
