pim,team,assists,plus_minus,points,league,games_played,year,age,goals
14,TPS Turku U18,2,0,5,Fin-U18,12,1992-93,15,3
14,TPS Turku U18,4,0,8,Fin-U18,7,1993-94,16,4
24,TPS Turku Jr.,5,0,13,Fin-Jr.,30,1993-94,16,8
6,Finland,1,0,2,EJC-A,5,1993-94,16,1
27,TPS Turku,0,0,0,Finland,1,1994-95,17,0
24,TPS Turku Jr.,8,0,11,Fin-Jr.,14,1994-95,17,3
6,TPS Turku U18,2,0,3,Fin-U18,4,1994-95,17,1
39,Kiekko-67 Turku,2,0,11,Finland-2,14,1994-95,17,9
6,Finland,1,0,1,WJC-A,7,1994-95,17,0
10,Finland,3,0,6,EJC-A,5,1994-95,17,3
18,TPS Turku Jr.,2,0,2,Fin-Jr.,6,1995-96,18,0
8,TPS Turku,1,0,2,Finland,10,1995-96,18,1
100,Kiekko-67 Turku,6,0,15,Finland-2,21,1995-96,18,9
10,Finland,5,0,9,WJC-A,6,1995-96,18,4
37,Portland Pirates,9,0,17,AHL,52,1996-97,19,8
54,Portland Pirates,1,-18,2,AHL,33,1997-98,20,1
6,HIFK Helsinki,1,0,5,Finland,16,1997-98,20,4
76,TPS Turku,10,0,15,Finland,36,1998-99,21,5
50,Portland Pirates,14,-9,35,AHL,59,1999-00,22,21
109,Saint John Flames,21,-2,31,AHL,72,2000-01,23,10
128,2 Teams,6,0,11,Finland,52,2001-02,24,5
84,TPS Turku,4,0,7,Finland,24,2001-02,24,3
44,Blues Espoo,2,0,4,Finland,28,2001-02,24,2
28,Blues Espoo,5,0,13,Finland,50,2002-03,25,8
20,Blues Espoo,6,0,9,Finland,50,2003-04,26,3
25,Blues Espoo,0,0,0,Finland,15,2004-05,27,0
