pim,team,assists,plus_minus,points,league,games_played,year,age,goals
8,IF Bjorkloven Umea,1,0,2,Sweden,7,1981-82,19,1
4,IF Bjorkloven Umea,0,0,0,Sweden,3,1982-83,20,0
4,IF Bjorkloven Umea,1,0,3,Sweden,6,1986-87,24,2
2,IF Bjorkloven Umea,5,0,6,Sweden,8,1987-88,25,1
2,IF Bjorkloven Umea,3,0,7,Sweden,7,1988-89,26,4
4,EHC Kloten,2,0,3,Swiss,5,1989-90,27,1
0,IF Bjorkloven Umea,0,0,1,Sweden-2,2,1990-91,28,1
4,IF Bjorkloven Umea,0,0,0,Sweden-2,3,1991-92,29,0
12,IF Bjorkloven Umea,1,0,2,Sweden-2,9,1992-93,30,1
0,IF Bjorkloven Umea,0,0,0,Sweden-Q,2,1993-94,31,0
0,IF Bjorkloven Umea,3,0,4,Sweden-2,4,1994-95,32,1
