year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1970-71,18,5,43,21,0,OHA-Jr.,53,Oshawa Generals,26
1971-72,19,13,101,18,0,OHA-Jr.,47,Oshawa/Niagara Falls,31
1972-73,20,22,129,42,0,EHL,54,New England/Clinton Comets,64
1972-73,20,2,15,5,0,WHL,13,Denver Spurs,7
1973-74,21,13,86,11,0,WHL,35,Denver Spurs,24
1974-75,22,2,29,9,0,CHL,14,Denver Spurs,11
1975-76,23,31,171,46,0,CHL,60,Salt Lake Golden Eagles,77
1976-77,24,0,2,3,0,Can-Cup,3,United States,3
1976-77,24,0,24,1,0,AHL,5,Rhode Island Reds,1
1976-77,24,4,22,4,0,WEC-A,10,United States,8
1977-78,25,1,0,2,0,Exhib.,2,Sun Valley Suns,3
