assists,team,goals,year,games_played,points,pim,age,plus_minus,league
7,U.S. National Team Development Program,2,1997-98,18,9,28,16,0,U-17
0,U.S. National Team Development Program,0,1997-98,3,0,0,16,0,USHL
7,U.S. National Team Development Program,4,1997-98,40,11,16,16,0,NAHL
12,U.S. National Team Development Program,5,1998-99,48,17,45,17,0,USHL
1,United States,2,1998-99,6,3,8,17,0,WJ18-A
8,U. of Massachusetts-Lowell,3,1999-00,30,11,20,18,0,H-East
1,United States,1,1999-00,7,2,4,18,1,WJC-A
26,U. of Massachusetts-Lowell,10,2000-01,33,36,51,19,0,H-East
5,United States,0,2000-01,7,5,2,19,3,WJC-A
0,Quebec Citadelles,1,2000-01,4,1,0,19,-3,AHL
24,Quebec Citadelles,7,2001-02,63,31,26,20,16,AHL
11,Hamilton Bulldogs,2,2002-03,33,13,26,21,-2,AHL
24,Hamilton Bulldogs,7,2003-04,54,31,35,22,14,AHL
14,Hamilton Bulldogs,9,2004-05,68,23,45,23,-3,AHL
14,Hamilton Bulldogs,3,2005-06,22,17,19,24,-10,AHL
4,United States,2,2008-09,9,6,2,27,2,WC-A
