shotsPercentage,faceoff_loses,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,giveaways,total_shots,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,takeaways,faceoff_percentage,age,game_winning_goals,league,shorthanded_goals,blocks,average_ice_time,hits,games_played,faceoff_wins,points,awards,power_play_goals
0.0,0,2002-03,2,0,261,0,0,0,12,0,0,-1,0,MTL,0,0,0,21,0,NHL,0,0,12:25,0,21,0,0,[],0
9.1,0,2003-04,4,1,146,0,0,0,11,0,1,3,1,MTL,1,0,0,22,0,NHL,0,0,13:15,0,11,0,2,[],0
2.5,0,2005-06,43,11,978,0,0,0,81,4,1,13,15,CBJ,2,0,0,24,0,NHL,0,0,17:47,0,55,0,17,[],1
6.6,0,2006-07,69,9,1831,0,0,0,136,16,2,-19,25,CBJ,9,0,0,25,0,NHL,0,0,22:53,0,80,0,34,[],7
5.0,0,2007-08,25,8,1760,1,33,367,161,15,0,-7,24,CBJ,8,13,0,26,0,NHL,0,91,22:34,51,78,0,32,"[{'link': '/awards/voting-2008.html#byng', 'name': 'Byng-60'}]",8
4.1,0,2008-09,32,19,1812,0,45,314,148,14,2,-16,33,ATL,6,42,0,27,0,NHL,0,127,22:22,60,81,0,39,[],4
4.1,0,2009-10,39,14,1771,2,50,238,121,5,5,-6,21,ATL,5,47,0,28,0,NHL,0,148,22:08,42,80,0,26,[],0
3.6,0,2010-11,24,14,1483,1,47,183,83,1,3,3,16,ATL,3,29,0,29,2,NHL,0,168,18:05,49,82,0,19,[],0
0.0,0,2011-12,23,9,1181,0,33,135,57,1,0,9,10,WPG,0,10,0,30,0,NHL,0,133,21:06,33,56,0,10,[],0
0.0,0,2012-13,10,12,1074,0,32,121,52,1,0,-8,13,WPG,0,8,0,31,0,NHL,0,123,22:52,36,47,0,13,[],0
5.6,0,2013-14,45,10,1758,1,40,170,72,0,4,-9,11,CAR,4,36,0,32,1,NHL,0,124,21:26,96,82,0,15,[],0
2.4,0,2014-15,16,7,1709,0,48,175,83,1,2,-14,8,CAR,2,22,100.0,33,0,NHL,0,120,21:06,110,81,1,10,[],0
3.8,0,2015-16,37,14,1808,0,48,251,131,0,5,-13,14,CAR,5,34,0,34,2,NHL,0,126,22:19,85,81,0,19,[],0
5.6,0,2016-17,21,11,1586,2,47,186,71,0,3,-8,13,TOT,4,25,0,35,1,NHL,1,120,22:02,93,72,0,17,[],0
6.5,0,2016-17,17,9,1250,1,35,150,62,0,3,-16,10,CAR,4,22,0,35,1,NHL,1,92,22:20,79,56,0,14,[],0
0.0,0,2016-17,4,2,336,1,12,36,9,0,0,8,3,PIT,0,3,0,35,0,NHL,0,28,21:00,14,16,0,3,[],0
