year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1984-85,15,40,60,40,0,Minor-ON,60,Cornwall Midget Royals,80
1985-86,16,16,56,23,0,OHL,63,Kingston Canadians,39
1986-87,17,30,101,24,0,OHL,62,Kingston Canadians,54
1987-88,18,26,117,32,0,OHL,46,Kingston Canadians,58
1988-89,19,35,124,42,0,OHL,45,2 Teams,77
1988-89,19,9,34,8,0,OHL,13,Kingston Raiders,17
1988-89,19,26,90,34,0,OHL,32,Niagara Falls Thunder,60
1989-90,20,12,64,11,0,AHL,18,Newmarket Saints,23
1990-91,21,12,44,15,0,AHL,24,Halifax Citadels,27
1991-92,22,2,4,1,0,AHL,5,Halifax Citadels,3
1992-93,23,3,25,1,0,AHL,5,Halifax Citadels,4
1995-96,26,8,113,8,0,AHL,26,Rochester Americans,16
1996-97,27,5,26,2,0,AHL,14,St. John\'s Maple Leafs,7
1997-98,28,34,225,17,9,IHL,78,Chicago Wolves,51
1998-99,29,23,154,13,3,IHL,62,Chicago Wolves,36
1999-00,30,19,124,14,4,IHL,77,Chicago Wolves,33
2000-01,31,21,225,13,0,Germany,51,ESC Moskitos Essen,34
