goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
0.4,0,NHL,2,NYI,120,25,1,0,0,6,0,0,0,0,1,0,0,0,0,0,1973-74,0,3.00,0,[],0
5.7,0,NHL,25,NYI,1432,26,7,0,0,59,0,0,5,3,12,0,0,0,0,0,1974-75,0,2.47,0,[],0
11.6,0,NHL,44,NYI,2546,27,11,0,1,88,0,0,8,7,23,1,0,0,0,0,1975-76,0,2.07,0,"[{'link': '/awards/nhl_all_star.html#1976', 'name': None}, {'link': '/awards/voting-1976.html#calder', 'name': 'Calder-2'}]",0
11.3,0,NHL,46,NYI,2711,28,13,0,1,103,0,0,6,4,26,1,0,0,0,0,1976-77,0,2.28,0,"[{'link': '/awards/voting-1977.html#AS', 'name': 'AS-3'}]",0
9.9,0,NHL,45,NYI,2637,29,9,0,1,112,0,0,7,3,28,1,0,0,0,0,1977-78,0,2.55,12,[],0
10.2,0,NHL,43,NYI,2539,30,7,0,2,106,0,0,10,2,26,2,0,0,0,0,1978-79,0,2.50,6,"[{'link': '/awards/nhl_all_star.html#1979', 'name': None}]",0
8.5,0,NHL,45,NYI,2606,31,14,0,3,132,0,0,6,3,23,3,0,0,0,0,1979-80,0,3.04,4,"[{'link': '/awards/voting-1980.html#AS', 'name': 'AS-8'}]",0
7.8,0,NHL,40,TOT,2266,32,11,0,1,121,0,0,7,0,20,1,0,0,0,0,1980-81,0,3.20,0,"[{'link': '/awards/voting-1981.html#byng', 'name': 'Byng-16'}]",0
6.5,0,NHL,32,NYI,1817,32,7,0,1,93,0,0,5,3,18,1,0,0,0,0,1980-81,0,3.07,0,"[{'link': '/awards/voting-1981.html#byng', 'name': 'Byng-16'}]",0
1.2,0,NHL,8,CLR,449,32,4,0,0,28,0,0,2,0,2,0,0,0,0,0,1980-81,0,3.74,0,"[{'link': '/awards/voting-1981.html#byng', 'name': 'Byng-16'}]",0
9.0,0,NHL,61,CLR,3424,33,0,0,2,230,0,0,11,0,16,2,0,0,0,0,1981-82,0,4.03,8,"[{'link': '/awards/voting-1982.html#byng', 'name': 'Byng-20'}, {'link': '/awards/masterton.html#1982', 'name': None}, {'link': '/awards/voting-1982.html#vezina', 'name': 'Vezina-8'}]",0
9.2,0,NHL,65,NJD,3650,34,35,0,3,242,0,0,12,0,15,3,0,0,0,0,1982-83,0,3.98,6,"[{'link': '/awards/voting-1983.html#AS', 'name': 'AS-4'}, {'link': '/awards/voting-1983.html#byng', 'name': 'Byng-17'}, {'link': '/awards/voting-1983.html#hart', 'name': 'Hart-9'}, {'link': '/awards/voting-1983.html#vezina', 'name': 'Vezina-6'}]",0
7.4,0,NHL,51,NJD,2641,35,0,102,2,184,0,-3.59,3,1,9,2,0,0,0,.871,1983-84,1426,4.18,12,"[{'link': '/awards/voting-1984.html#vezina', 'name': 'Vezina-7'}]",1242
5.7,0,NHL,51,NJD,2884,36,27,114,0,200,0,-24.28,5,0,15,0,0,0,0,.857,1984-85,1401,4.16,6,[],1201
4.1,0,NHL,36,TOT,1956,37,22,112,0,136,0,-14.18,0,0,11,0,0,0,0,.860,1985-86,969,4.17,14,"[{'link': '/awards/voting-1986.html#byng', 'name': 'Byng-14'}]",833
3.6,0,NHL,31,NJD,1769,37,20,113,0,126,0,-14.74,0,0,10,0,0,0,0,.858,1985-86,885,4.27,14,"[{'link': '/awards/voting-1986.html#byng', 'name': 'Byng-14'}]",759
0.5,0,NHL,5,PHI,187,37,2,0,0,10,0,0,0,0,1,0,0,0,0,.881,1985-86,84,3.21,0,"[{'link': '/awards/voting-1986.html#byng', 'name': 'Byng-14'}]",74
3.2,0,NHL,17,PHI,867,38,5,80,0,42,0,10.30,2,0,6,0,0,0,0,.904,1986-87,436,2.91,0,[],394
