goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
7.1,0,NHL,35,PTP,2145,25,16,0,0,68,0,0,1,7,18,0,0,0,0,0,1925-26,0,1.90,0,"[{'link': '/awards/voting-1926.html#hart', 'name': 'Hart-4'}]",0
4.0,0,NHL,0,PTP,2711,26,0,0,0,108,0,0,3,4,15,0,0,0,0,0,1926-27,0,2.39,0,[],0
8.5,0,NHL,0,PTP,2740,27,17,0,0,76,0,0,8,11,19,0,0,0,0,0,1927-28,0,1.66,0,"[{'link': '/awards/voting-1928.html#hart', 'name': 'Hart-2'}]",0
8.2,0,NHL,38,NYA,2390,28,12,0,0,46,0,0,10,13,16,0,0,0,0,0,1928-29,0,1.15,0,"[{'link': '/awards/hart.html#1929', 'name': None}]",0
3.7,0,NHL,37,TOT,2330,29,21,0,0,137,0,0,4,2,12,0,0,0,0,0,1929-30,0,3.53,0,[],0
3.4,0,NHL,36,NYA,2270,29,21,0,0,135,0,0,4,2,11,0,0,0,0,0,1929-30,0,3.57,0,[],0
0.2,0,NHL,1,MTL,60,29,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1929-30,0,2.00,0,[],0
0,0,NHL,0,NYA,0,30,16,0,0,74,0,0,0,8,18,0,0,0,0,0,1930-31,0,0,0,"[{'link': '/awards/vezina.html#1931', 'name': None}]",0
5.1,0,NHL,40,NYA,2459,31,0,0,0,110,0,0,8,5,12,0,0,0,0,0,1931-32,0,2.68,0,"[{'link': '/awards/nhl_all_star.html#1932', 'name': None}]",0
7.1,0,NHL,47,NYA,2970,32,22,0,0,0,0,0,10,5,15,0,0,0,0,0,1932-33,0,2.34,0,[],0
7.3,0,NHL,36,NYA,2240,33,13,0,0,75,0,0,10,4,12,0,0,0,0,0,1933-34,0,2.01,0,"[{'link': '/awards/nhl_all_star.html#1934', 'name': None}, {'link': '/awards/voting-1934.html#hart', 'name': 'Hart-5'}]",0
5.8,0,NHL,0,NYA,0,34,27,0,0,142,0,0,0,3,12,0,0,0,0,0,1934-35,0,2.84,0,[],0
5.6,0,NHL,0,NYA,3000,35,25,0,0,0,0,0,7,3,16,0,0,0,0,0,1935-36,0,2.44,0,[],0
2.4,0,NHL,23,NYA,1430,36,14,0,0,69,0,0,3,2,6,0,0,0,0,0,1936-37,0,2.90,0,[],0
