pim,team,assists,plus_minus,points,league,games_played,year,age,goals
63,Prince Albert Raiders,2,3,5,WHL,37,1998-99,16,3
71,Prince Albert Raiders,7,-18,13,WHL,67,1999-00,17,6
114,Prince Albert Raiders,35,-35,52,WHL,64,2000-01,18,17
134,Prince Albert Raiders,23,-29,51,WHL,67,2001-02,19,28
5,St. John\'s Maple Leafs,0,0,0,AHL,6,2002-03,20,0
241,Memphis RiverKings,6,0,14,CHL,51,2002-03,20,8
19,Syracuse Crunch,0,0,0,AHL,9,2003-04,21,0
258,Dayton Bombers,11,0,17,ECHL,57,2003-04,21,6
280,Philadelphia Phantoms,7,0,11,AHL,61,2004-05,22,4
259,Philadelphia Phantoms,1,0,4,AHL,70,2005-06,23,3
125,Philadelphia Phantoms,4,-1,5,AHL,37,2006-07,24,1
