goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
0.2,0,NHL,1,STL,60,22,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1970-71,0,3.00,0,[],0
3.4,0,NHL,17,MTL,932,24,2,0,0,40,0,0,3,0,11,0,0,0,0,0,1972-73,0,2.58,4,[],0
1.1,0,NHL,15,MTL,839,25,4,0,0,57,0,0,2,0,7,0,0,0,0,0,1973-74,0,4.08,0,[],0
4.6,0,NHL,44,TOT,2514,26,21,0,2,169,0,0,7,0,13,2,0,0,0,0,1974-75,0,4.03,24,[],0
2.5,0,NHL,24,KCS,1420,26,16,0,1,96,0,0,3,0,4,1,0,0,0,0,1974-75,0,4.06,18,[],0
2.0,0,NHL,20,PIT,1094,26,5,0,1,73,0,0,4,0,9,1,0,0,0,0,1974-75,0,4.00,6,[],0
8.1,0,NHL,55,PIT,3096,27,19,0,2,178,0,0,10,2,24,2,0,0,0,0,1975-76,0,3.45,18,[],0
5.9,0,NHL,54,CLR,2986,28,29,0,1,190,0,0,10,0,12,1,0,0,0,0,1976-77,0,3.82,0,[],0
2.5,0,NHL,25,CLR,1383,29,12,0,0,90,0,0,8,0,3,0,0,0,0,0,1977-78,0,3.90,12,[],0
4.7,0,NHL,41,CLR,2302,30,0,0,2,152,0,0,2,0,9,2,0,0,0,0,1978-79,0,3.96,4,[],0
0.3,0,NHL,6,CLR,327,31,3,0,0,26,0,0,2,0,0,0,0,0,0,0,1979-80,0,4.77,0,[],0
5.5,0,NHL,33,QUE,1933,32,14,0,1,118,0,0,9,0,10,1,0,0,0,0,1980-81,0,3.66,0,[],0
0.4,0,NHL,8,QUE,388,33,3,0,1,35,0,0,1,0,2,1,0,0,0,0,1981-82,0,5.41,0,[],0
