pim,team,assists,plus_minus,points,league,games_played,year,age,goals
129,Prince Albert Mintos,7,0,13,SJHL,36,1950-51,18,6
217,Prince Albert Mintos,38,0,51,SJHL,49,1951-52,19,13
8,Vancouver Canucks,3,0,3,WHL,3,1952-53,20,0
71,Nelson Maple Leafs,9,0,12,WIHL,29,1952-53,20,3
6,Saskatoon Quakers,1,0,2,WHL,3,1953-54,21,1
115,Moose Jaw Millers,20,0,23,SSHL,33,1953-54,21,3
29,Saskatoon Quakers,3,0,4,WHL,12,1954-55,22,1
64,Sault Ste. Marie Indians,7,0,9,NOHA,30,1954-55,22,2
184,Sault Ste. Marie Indians,17,0,28,NOHA,59,1955-56,23,11
121,Springfield Indians,16,0,20,AHL,40,1956-57,24,4
99,Springfield Indians,18,0,22,AHL,70,1957-58,25,4
36,Springfield Indians,4,0,6,AHL,18,1958-59,26,2
63,Vancouver Canucks,28,0,30,WHL,52,1959-60,27,2
105,Vancouver Canucks,17,0,18,WHL,61,1960-61,28,1
45,Vancouver Canucks,12,0,12,WHL,25,1961-62,29,0
42,Springfield Indians,5,0,8,AHL,52,1962-63,30,3
76,Vancouver Canucks,20,0,25,WHL,70,1963-64,31,5
53,Saskatoon Quakers,32,0,44,SSHL,30,1965-66,33,12
45,Saskatoon Quakers,22,0,39,SSHL,33,1966-67,34,17
