assists,year,games_played,points,goals,team,age,pim,plus_minus,league
1,1959-60,5,1,0,Guelph Biltmores,18,2,0,OHA-Jr.
10,1960-61,10,18,8,Trois-Rivieres Reds,19,6,0,QJHL
8,1960-61,9,18,10,Trois-Rivieres Reds,19,30,0,M-Cup
8,1961-62,9,17,9,Brandon Wheat Kings,20,12,0,MJHL
6,1961-62,11,16,10,Brandon Wheat Kings,20,20,0,M-Cup
2,1961-62,3,4,2,Edmonton Oil Kings,20,10,0,M-Cup
7,1962-63,8,9,2,Sudbury Wolves,21,4,0,EPHL
0,1963-64,6,1,1,Los Angeles Blades,22,0,0,WHL
14,1964-65,11,18,4,St. Paul Rangers,23,21,0,CPHL
1,1966-67,8,2,1,Vancouver Canucks,25,2,0,WHL
1,1967-68,4,4,3,Springfield Kings,26,0,0,AHL
6,1969-70,14,8,2,Springfield Kings,28,4,0,AHL
5,1970-71,6,5,0,Baltimore Clippers,29,0,0,AHL
6,1971-72,18,13,7,Baltimore Clippers,30,8,0,AHL
3,1973-74,9,7,4,Baltimore Clippers,32,2,0,AHL
