assists,year,games_played,points,goals,team,age,pim,plus_minus,league
13,1959-60,38,20,7,Guelph Biltmores,18,12,0,OHA-Jr.
0,1960-61,4,0,0,Guelph Royals,19,0,0,OHA-Jr.
20,1961-62,33,57,37,Brandon Wheat Kings,20,48,0,MJHL
49,1962-63,71,99,50,Sudbury Wolves,21,27,0,EPHL
16,1963-64,38,23,7,Baltimore Clippers,22,28,0,AHL
3,1963-64,12,5,2,Los Angeles Blades,22,0,0,WHL
50,1964-65,69,93,43,St. Paul Rangers,23,33,0,CPHL
23,1965-66,65,37,14,Baltimore Clippers,24,8,0,AHL
17,1966-67,70,36,19,Vancouver Canucks,25,18,0,WHL
25,1967-68,65,45,20,Springfield Kings,26,12,0,AHL
36,1968-69,70,70,34,Springfield Kings,27,20,0,AHL
53,1969-70,71,85,32,Springfield Kings,28,22,0,AHL
51,1970-71,69,82,31,Baltimore Clippers,29,15,0,AHL
36,1971-72,59,51,15,Baltimore Clippers,30,12,0,AHL
32,1972-73,67,62,30,Baltimore Clippers,31,16,0,AHL
62,1973-74,74,104,42,Baltimore Clippers,32,21,0,AHL
7,1974-75,29,15,8,Baltimore Clippers,33,12,0,AHL
