even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
0,1,NSH,0,4,23,0,5,NHL,0,1,26,2009-10,2,0.0,,0,1,-2
1,1,NSH,2,6,24,0,68,NHL,0,43,183,2010-11,12,4.7,,1,3,-2
0,3,NSH,1,2,25,0,59,NHL,0,36,154,2011-12,10,2.8,,1,4,1
2,1,PIT,2,2,28,0,30,NHL,0,17,94,2014-15,5,11.8,,0,3,1
7,4,PIT,9,10,29,1,114,NHL,0,80,417,2015-16,0,11.3,SC,2,13,-5
4,4,PIT,5,18,30,1,64,NHL,0,44,271,2016-17,19,11.4,SC,1,9,6
