assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Djurgardens IF Stockholm,0,2005-06,0,0,0,19,0,SEL
2,Djurgardens IF Stockholm Jr.,1,2005-06,4,3,2,19,0,Swe-Jr.
0,Djurgardens IF Stockholm,0,2006-07,0,0,0,20,0,SEL
5,Djurgardens IF Stockholm Jr.,2,2006-07,7,7,14,20,0,Swe-Jr.
1,Djurgardens IF Stockholm,0,2007-08,5,1,6,21,0,SEL
1,Djurgardens IF Stockholm,0,2007-08,5,1,6,21,0,Sweden
4,Milwaukee Admirals,4,2008-09,11,8,6,22,0,AHL
4,Milwaukee Admirals,4,2008-09,11,8,6,22,2,AHL
