pim,team,assists,plus_minus,points,league,games_played,year,age,goals
12,Oshawa Generals,3,1,6,OHL,15,2002-03,16,3
44,Oshawa Generals,29,-2,46,OHL,66,2003-04,17,17
26,Canada,2,-2,3,WJ18-A,7,2003-04,17,1
53,Oshawa Generals,28,-21,51,OHL,66,2004-05,18,23
52,2 Teams,30,-15,63,OHL,62,2005-06,19,33
28,Oshawa Generals,18,0,34,OHL,23,2005-06,19,16
24,Erie Otters,12,-15,29,OHL,39,2005-06,19,17
50,Norfolk Admirals,6,-2,12,AHL,48,2006-07,20,6
68,Rockford IceHogs,5,-2,7,AHL,42,2007-08,21,2
0,Pensacola Ice Pilots,3,2,5,ECHL,4,2007-08,21,2
5,Rockford IceHogs,2,2,3,AHL,10,2008-09,22,1
44,2 Teams,30,-2,43,ECHL,68,2008-09,22,13
28,Fresno Falcons,6,-4,9,ECHL,29,2008-09,22,3
16,Gwinnett Gladiators,24,2,34,ECHL,39,2008-09,22,10
24,Gwinnett Gladiators,41,-19,57,ECHL,66,2009-10,23,16
