power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,7,2,0,NHL,1951-52,19,1,BOS,,1,6,0,0,0,,,0,0
0,7,1,0,NHL,1952-53,20,0,BOS,,1,6,0,0,0,,,0,0
0,5,3,0,NHL,1954-55,22,2,BOS,,1,4,0,0,0,,,0,0
0,0,3,0,NHL,1956-57,24,2,BOS,,1,4,0,0,0,,,0,0
0,1,0,0,NHL,1957-58,25,0,BOS,,0,0,0,0,0,,,0,0
