won,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
,0,NHL,2,MIN,73,22,0,0,0,4,0,0,0,0,0,0,0,0,0,.879,2012-13,33,3.29,0,29
,1,NHL,6,MIN,325,23,1,98,0,11,5,0.23,0,1,3,0,.400,0,2,.913,2013-14,127,2.03,0,116
,0,NHL,1,MIN,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,2014-15,9,0.00,0,9
