assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,AIK Solna,0,1974-75,2,0,0,18,0,Sweden
4,AIK Solna,4,1975-76,18,8,6,19,0,Sweden
1,Sweden,3,1975-76,4,4,8,19,0,WJC-A
0,AIK Solna,0,1976-77,2,0,0,20,0,Sweden
4,AIK Solna,8,1977-78,27,12,10,21,0,Sweden
8,AIK Solna,12,1978-79,36,20,37,22,0,Sweden
10,AIK Solna,14,1979-80,36,24,32,23,0,Sweden
2,Sweden,0,1979-80,5,2,7,23,0,Nat-Tm
0,AIK Solna,0,1980-81,3,0,2,24,0,DN-Cup
12,AIK Solna,5,1980-81,22,17,18,24,0,Sweden
1,Sweden,6,1980-81,10,7,12,24,0,Nat-Tm
0,Sweden,4,1980-81,7,4,8,24,0,WEC-A
1,Sweden,1,1981-82,5,2,4,25,0,Can-Cup
1,Sweden,1,1984-85,8,2,2,28,0,Can-Cup
