shotsPercentage,faceoff_loses,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,giveaways,total_shots,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,takeaways,faceoff_percentage,age,game_winning_goals,league,shorthanded_goals,blocks,average_ice_time,hits,games_played,faceoff_wins,points,awards,power_play_goals
0.0,0,2014-15,2,0,41,0,0,11,8,0,0,-1,0,CHI,0,0,0,20,0,NHL,0,2,8:17,11,5,0,0,[],0
0.0,3,2015-16,0,1,28,0,1,10,3,0,0,-1,1,CHI,0,3,25.0,21,0,NHL,0,3,9:14,5,3,1,1,[],0
11.2,37,2016-17,70,12,970,0,31,261,170,0,18,13,12,CHI,19,36,40.3,22,4,NHL,0,30,12:46,121,76,25,31,[],1
