assists,year,games_played,points,goals,team,age,pim,plus_minus,league
18,1992-93,36,32,14,Saskatoon Contacts,15,36,0,SMHL
12,1993-94,59,16,4,Portland Winter Hawks,16,18,0,WHL
20,1994-95,72,37,17,Portland Winter Hawks,17,51,0,WHL
26,1995-96,70,50,24,Portland Winter Hawks,18,96,0,WHL
27,1996-97,72,71,44,Portland Winter Hawks,19,47,0,WHL
12,1997-98,72,27,15,Rochester Americans,20,12,-18,AHL
15,1998-99,80,41,26,Rochester Americans,21,44,27,AHL
20,1999-00,80,32,12,Rochester Americans,22,30,4,AHL
11,2000-01,72,25,14,Syracuse Crunch,23,24,1,AHL
11,2001-02,47,20,9,Syracuse Crunch,24,64,2,AHL
16,2002-03,48,34,18,Syracuse Crunch,25,26,-12,AHL
28,2003-04,66,42,14,Lowell Lock Monsters,26,36,-5,AHL
8,2004-05,49,14,6,DEG Metro Stars Dusseldorf,27,52,0,Germany
12,2005-06,52,20,8,Nurnberg Ice Tigers,28,58,0,Germany
9,2006-07,55,25,16,KalPa Kuopio,29,44,0,Finland
11,2007-08,37,29,18,Frederikshavn White Hawks,30,100,0,Denmark
24,2008-09,44,45,21,Frederikshavn White Hawks,31,64,0,Denmark
