shotsPercentage,faceoff_loses,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,giveaways,total_shots,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,takeaways,faceoff_percentage,age,game_winning_goals,league,shorthanded_goals,blocks,average_ice_time,hits,games_played,faceoff_wins,points,awards,power_play_goals
14.2,0,1999-00,16,19,1015,0,0,0,134,4,13,3,23,NYR,19,0,0,23,2,NHL,0,0,15:09,0,67,0,42,"[{'link': '/awards/voting-2000.html#calder', 'name': 'Calder-9'}]",6
14.4,0,2000-01,20,24,1314,0,0,0,195,12,23,3,36,NYR,28,0,0,24,6,NHL,0,0,16:38,0,79,0,64,[],5
12.1,0,2001-02,18,14,1070,0,0,0,132,1,15,9,15,TOT,16,0,0,25,3,NHL,0,0,13:54,0,77,0,31,[],1
11.3,0,2001-02,8,3,391,0,0,0,62,0,7,5,3,PHI,7,0,0,25,1,NHL,0,0,12:36,0,31,0,10,[],0
12.9,0,2001-02,10,11,679,0,0,0,70,1,8,4,12,VAN,9,0,0,25,2,NHL,0,0,14:46,0,46,0,21,[],1
8.1,0,2002-03,28,12,991,0,0,0,123,4,4,-10,16,TOT,10,0,0,26,1,NHL,0,0,16:14,0,61,0,26,[],6
14.3,0,2002-03,6,1,98,0,0,0,7,0,1,-1,1,VAN,1,0,0,26,0,NHL,0,0,10:51,0,9,0,2,[],0
7.8,0,2002-03,22,11,893,0,0,0,116,4,3,-9,15,CAR,9,0,0,26,1,NHL,0,0,17:10,0,52,0,24,[],6
4.0,0,2003-04,16,17,999,0,0,0,125,4,3,-8,21,NYR,5,0,0,27,0,NHL,0,0,13:52,0,72,0,26,[],2
7.9,7,2007-08,40,21,1212,1,35,267,152,1,12,-1,23,TOT,12,42,12.5,31,2,NHL,0,21,15:09,68,80,1,35,[],0
7.3,1,2007-08,32,12,915,0,28,206,123,1,9,-10,13,TBL,9,29,50.0,31,0,NHL,0,17,14:46,55,62,1,22,[],0
10.3,6,2007-08,8,9,297,1,7,61,29,0,3,9,10,NSH,3,13,0.0,31,2,NHL,0,4,16:29,13,18,0,13,[],0
