assists,team,goals,year,games_played,points,pim,age,plus_minus,league
15,HC Sparta Praha Jr.,12,1993-94,27,27,0,17,0,CzRep-Jr.
1,HC Sparta Praha,1,1993-94,9,2,0,17,0,CzRep
1,Czech Republic,0,1993-94,5,1,0,17,0,EJC-A
6,HC Sparta Praha,7,1994-95,38,13,18,18,0,CzRep
3,Czech Republic,2,1994-95,7,5,4,18,0,WJC-A
5,HC Sparta Praha,8,1995-96,34,13,0,19,0,CzRep
0,Czech Republic,0,1995-96,6,0,2,19,0,WJC-A
13,HC Sparta Praha,8,1996-97,38,21,24,20,0,CzRep
0,HC Sparta Praha,4,1996-97,3,4,6,20,0,EuroHL
30,HC Sparta Praha,17,1997-98,48,47,40,21,0,CzRep
3,HC Sparta Praha,0,1997-98,5,3,4,21,0,EuroHL
3,Czech Republic,1,1997-98,8,4,2,21,0,WC-A
20,HC Sparta Praha,33,1998-99,49,53,52,22,0,CzRep
2,HC Sparta Praha,4,1998-99,5,6,0,22,0,EuroHL
5,Czech Republic,5,1998-99,12,10,4,22,0,WC-A
0,Hartford Wolf Pack,1,1999-00,3,1,0,23,0,AHL
2,Czech Republic,4,2002-03,9,6,2,26,3,WC-A
3,Czech Republic,1,2003-04,7,4,6,27,4,WC-A
28,HC Sparta Praha,10,2004-05,48,38,34,28,0,CzRep
2,Czech Republic,1,2004-05,6,3,0,28,4,WC-A
22,HC Geneve-Servette,12,2005-06,42,34,28,29,0,Swiss
1,Czech Republic,2,2005-06,9,3,4,29,-1,WC-A
11,HC Sparta Praha,20,2006-07,41,31,85,30,0,CzRep
23,Linkopings HC,25,2008-09,54,48,28,32,0,Sweden
9,HC Bili Tygri Liberec,8,2009-10,19,17,12,33,0,CzRep
21,Linkopings HC,30,2009-10,38,51,24,33,0,Sweden
3,HC Sparta Praha,0,2010-11,9,3,2,34,0,CzRep
21,Linkopings HC,16,2010-11,43,37,18,34,0,Sweden
2,Rytiri Kladno,4,2011-12,11,6,8,35,0,CzRep
13,Linkopings HC,10,2011-12,37,23,20,35,0,Sweden
2,Vaxjo Lakers HC,5,2012-13,13,7,2,36,0,Sweden
11,Rytiri Kladno,10,2012-13,37,21,6,36,0,CzRep
