assists,team,goals,year,games_played,points,pim,age,plus_minus,league
2,HC Sparta Praha,0,1994-95,5,2,0,18,0,CzRep
2,HC Sparta Praha,1,1995-96,12,3,0,19,0,CzRep
2,HC Sparta Praha,5,1996-97,10,7,2,20,0,CzRep
0,HC Sparta Praha,1,1997-98,5,1,2,21,0,CzRep
3,HC Sparta Praha,1,1998-99,6,4,0,22,0,CzRep
1,HC Sparta Praha,1,1998-99,1,2,0,22,0,EuroHL
0,HC Sparta Praha,2,2004-05,5,2,6,28,0,CzRep
0,HC Geneve-Servette,1,2005-06,4,1,2,29,0,Swiss
2,HC Sparta Praha,8,2006-07,16,10,16,30,0,CzRep
1,Linkopings HC,3,2008-09,5,4,0,32,0,Sweden
6,Linkopings HC,6,2009-10,12,12,6,33,0,Sweden
0,Linkopings HC,3,2010-11,7,3,2,34,0,Sweden
