pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Kingston Dunlop Forts,14,0,43,KCHL,16,1935-36,17,29
12,Toronto Marlboros,16,0,41,OHA-Jr.,14,1937-38,19,25
18,Toronto Goodyears,11,0,29,OHA-Sr.,16,1938-39,20,18
4,Pittsburgh Hornets,12,0,24,IAHL,17,1939-40,21,12
7,Toronto Army Daggers,0,0,1,OHA-Sr.,1,1943-44,25,1
36,Toronto Army Shamrocks,9,0,16,TIHL,13,1943-44,25,7
7,New Haven Ramblers,11,0,24,AHL,25,1945-46,27,13
22,Cleveland Barons,19,0,49,AHL,61,1946-47,28,30
2,Washington Lions,0,0,0,AHL,7,1948-49,30,0
0,Shawinigan Cataracts,3,0,3,QSHL,3,1948-49,30,0
