pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Ste-Foy Gouverneurs,2,0,3,QAAA,5,2000-01,15,1
18,St-Francois Blizzard,37,0,62,QAAA,38,2001-02,16,25
0,Acadie-Bathurst Titan,1,1,1,QMJHL,4,2001-02,16,0
62,Acadie-Bathurst Titan,50,27,73,QMJHL,70,2002-03,17,23
4,Canada,0,-1,1,WC-A,9,2003-04,18,1
59,Providence Bruins,40,2,61,AHL,68,2004-05,19,21
6,Canada,8,5,13,WJC-A,6,2004-05,19,5
2,Canada,8,5,14,WC-A,9,2005-06,20,6
2,Canada,1,-2,1,Olympics,7,2009-10,24,0
8,HC Lugano,18,0,29,Swiss,21,2012-13,27,11
4,Canada,2,4,2,Olympics,6,2013-14,28,0
2,Canada,3,4,7,WCup,6,2016-17,31,4
