goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
1.1,0,NHL,7,BUF,401,20,4,0,0,21,0,0,0,1,3,0,0,0,0,.886,1985-86,184,3.14,0,[],163
0.2,0,NHL,3,BUF,185,21,2,0,0,13,0,0,1,0,0,0,0,0,0,.838,1986-87,80,4.22,2,[],67
2.2,0,NHL,17,BUF,874,22,6,108,1,61,0,-4.64,1,0,8,1,0,0,0,.870,1987-88,469,4.19,4,[],408
5.8,0,NHL,37,BUF,1908,23,10,92,4,107,0,8.89,6,1,17,4,0,0,0,.889,1988-89,961,3.36,12,[],854
11.4,0,NHL,56,BUF,3241,24,16,82,4,156,0,35.37,6,1,0,4,0,0,0,.903,1989-90,1610,2.89,4,"[{'link': '/awards/nhl_all_star.html#1990', 'name': None}, {'link': '/awards/voting-1990.html#vezina', 'name': 'Vezina-2'}]",1454
5.6,0,NHL,38,BUF,2092,25,11,101,4,118,0,-0.71,6,2,15,4,0,0,0,.885,1990-91,1029,3.38,6,[],911
4.2,0,NHL,33,BUF,1757,26,14,109,0,114,0,-9.76,4,0,11,0,0,0,0,.878,1991-92,932,3.89,2,[],818
5.9,0,NHL,32,TOT,1785,27,7,89,1,96,0,11.95,4,2,17,1,0,0,0,.898,1992-93,938,3.23,0,[],842
4.0,0,NHL,24,BUF,1306,27,5,96,1,78,0,3.25,4,0,11,1,0,0,0,.890,1992-93,706,3.58,0,[],628
1.9,0,NHL,8,TOR,479,27,2,0,0,18,0,0,0,2,6,0,0,0,0,.922,1992-93,232,2.25,0,[],214
9.4,0,NHL,63,TBL,3653,28,33,96,1,165,0,6.77,6,4,22,1,0,0,0,.899,1993-94,1637,2.71,2,[],1472
5.6,0,NHL,36,TBL,2013,29,19,96,1,90,0,4.05,2,1,14,1,0,0,0,.905,1994-95,946,2.68,2,[],856
11.6,0,NHL,57,TBL,3189,30,16,80,1,131,0,32.03,9,5,29,1,0,0,0,.918,1995-96,1605,2.46,4,"[{'link': '/awards/voting-1996.html#AS', 'name': 'AS-5'}, {'link': '/awards/voting-1996.html#hart', 'name': 'Hart-15'}, {'link': '/awards/voting-1996.html#vezina', 'name': 'Vezina-3'}]",1474
0.8,0,NHL,6,TBL,325,31,1,0,0,14,0,0,2,0,1,0,0,0,0,.907,1996-97,150,2.58,2,[],136
3.5,0,NHL,26,TBL,1456,32,14,107,0,66,0,-4.12,6,0,5,0,0,0,0,.900,1997-98,660,2.72,6,[],594
2.0,0,NHL,13,TBL,691,33,6,102,1,33,0,-0.73,1,2,5,1,0,0,0,.906,1998-99,350,2.87,0,[],317
0.1,0,NHL,5,TBL,249,34,2,0,0,19,0,0,0,0,1,0,0,0,0,.853,1999-00,129,4.58,2,[],110
