year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1982-83,16,20,0,37,0,QAAA,48,Montreal-Concordia,57
1986-87,20,15,0,24,0,QCAA,23,St-Laurent College,39
1987-88,21,24,4,42,0,H-East,44,University of Maine,66
1988-89,22,9,0,7,0,H-East,9,University of Maine,16
1989-90,23,19,12,42,0,IHL,68,Kalamazoo Wings,61
1990-91,24,15,15,51,0,IHL,75,Kalamazoo Wings,66
1991-92,25,17,0,28,0,IHL,46,Kalamazoo Wings,45
1991-92,25,2,0,7,0,AHL,9,Binghamton Rangers,9
1992-93,26,13,26,36,0,IHL,77,Cincinnati Cyclones,49
1993-94,27,0,0,0,0,AHL,3,Portland Pirates,0
