giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,21,0,21,0,0,26,1,0,0,351,MTL,0,0,[],0.0,0,1,-6,0,0,0,2002-03,0,16:42,0,28,0,1
0,NHL,46,0,22,0,0,40,4,0,0,552,MTL,0,0,[],0.0,0,4,4,0,0,0,2003-04,0,12:00,0,34,0,4
0,NHL,71,0,24,0,0,66,6,0,0,1042,MTL,0,0,[],3.0,2,4,-1,2,0,0,2005-06,0,14:40,0,116,0,4
0,NHL,82,1,25,0,0,78,19,0,0,1580,MTL,0,0,[],5.1,2,15,7,4,0,2,2006-07,0,19:16,0,96,2,13
68,NHL,75,1,26,1,203,75,17,266,0,1587,MTL,40,0.0,"[{'link': '/awards/voting-2008.html#AS', 'name': 'AS-15'}, {'link': '/awards/voting-2008.html#norris', 'name': 'Norris-17'}]",5.3,4,13,9,4,0,0,2007-08,227,21:09,0,101,1,12
89,NHL,66,0,27,0,160,56,11,191,0,1361,MTL,21,0,[],3.6,2,9,0,2,0,0,2008-09,207,20:37,0,121,2,7
36,NHL,34,0,28,0,104,35,4,85,0,678,TOR,7,0,[],0.0,0,4,-9,0,0,0,2009-10,62,19:56,0,40,0,4
51,NHL,75,0,29,0,149,48,10,146,0,1022,TOR,14,0,[],2.1,1,9,-8,1,0,0,2010-11,117,13:38,0,86,0,9
26,NHL,45,0,30,0,85,34,5,104,0,750,TOR,25,0,[],2.9,1,4,-13,1,0,0,2011-12,80,16:39,0,41,0,4
1,NHL,4,0,31,0,7,1,0,11,0,61,TOR,1,0,[],0.0,0,0,2,0,0,0,2012-13,6,15:21,0,2,0,0
16,NHL,32,0,32,0,51,20,4,70,0,374,CAR,3,0,[],0.0,0,4,-4,0,0,0,2013-14,27,11:42,0,14,0,4
