pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Grosse Point Majors,70,0,120,MNHL,70,1979-80,16,50
10,Michigan Tech Huskies,10,0,22,CCHA,36,1982-83,19,12
36,Michigan Tech Huskies,20,0,45,CCHA,40,1983-84,20,25
14,Michigan Tech Huskies,24,0,54,WCHA,40,1984-85,21,30
6,Adirondack Red Wings,4,0,8,AHL,9,1985-86,22,4
27,2 Teams,36,0,69,AHL,62,1986-87,23,33
27,Adirondack Red Wings,34,0,65,AHL,55,1986-87,23,31
0,Maine Mariners,2,0,4,AHL,7,1986-87,23,2
66,Utica Devils,30,0,66,AHL,69,1987-88,24,36
50,Utica Devils,31,0,63,AHL,59,1988-89,25,32
32,2 Teams,27,0,51,AHL,71,1989-90,26,24
10,Utica Devils,1,0,4,AHL,11,1989-90,26,3
22,Binghamton Whalers,26,0,47,AHL,60,1989-90,26,21
70,Binghamton Rangers,30,0,65,AHL,80,1990-91,27,35
132,Binghamton Rangers,29,0,57,AHL,75,1991-92,28,28
78,Binghamton Rangers,29,0,52,AHL,65,1992-93,29,23
101,Cincinnati Cyclones,20,0,42,IHL,69,1993-94,30,22
50,Cincinnati Cyclones,30,0,52,IHL,75,1994-95,31,22
30,Cincinnati Cyclones,7,0,11,IHL,57,1995-96,32,4
30,Cincinnati Cyclones,9,0,15,IHL,35,1996-97,33,6
0,Cincinnati Cyclones,0,0,0,IHL,6,1997-98,34,0
