assists,team,goals,year,games_played,points,pim,age,plus_minus,league
11,EC Bad Tolz Jr.,7,2004-05,34,18,66,16,0,Ger-Jr.
1,EC Bad Tolz Jr.,1,2005-06,2,2,6,17,0,Ger-Jr.
3,Tolzer Lowen,3,2005-06,46,6,94,17,0,German-2
3,Bad Toelz EC,2,2005-06,36,5,0,17,0,2.GBun
6,Eisbaren Regensburg,2,2006-07,42,8,68,18,0,German-2
0,Germany,0,2006-07,6,0,8,18,0,WJC-A
6,Regensburg EV,2,2006-07,42,8,0,18,0,2.GBun
5,DEG Metro Stars Dusseldorf,2,2007-08,35,7,66,19,0,Germany
1,Germany,1,2007-08,5,2,0,19,5,WJC-B
5,DEG Metro Stars,2,2007-08,35,7,66,19,7,DEL
5,DEG Metro Stars Dusseldorf,4,2008-09,38,9,89,20,0,Germany
5,DEG Metro Stars,4,2008-09,38,9,89,20,2,DEL
16,DEG Metro Stars Dusseldorf,6,2009-10,52,22,96,21,0,Germany
0,Germany,0,2009-10,4,0,2,21,-1,Olympics
0,Germany,0,2009-10,8,0,22,21,1,WC-A
16,DEG Metro Stars,6,2009-10,52,22,96,21,12,DEL
10,Toronto Marlies,3,2010-11,73,13,88,22,10,AHL
1,Germany,0,2010-11,7,1,10,22,2,WC-A
19,Toronto Marlies,1,2011-12,67,20,68,23,7,AHL
10,Toronto Marlies,1,2012-13,46,11,46,24,14,AHL
18,Toronto Marlies,5,2013-14,72,23,104,25,5,AHL
2,Toronto Marlies,0,2014-15,9,2,10,26,-1,AHL
3,San Diego Gulls,0,2015-16,9,3,0,27,2,AHL
0,Germany (all),1,2015-16,8,1,14,27,-1,Internationa
0,Germany,1,2015-16,8,1,14,27,-1,WC
0,Germany (all),0,2016-17,2,0,8,28,0,Internationa
0,Germany,0,2016-17,3,0,2,28,1,OGQ
