giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,22,0,21,0,0,17,2,0,0,313,MIN,0,0,[],5.9,1,1,-7,1,0,0,2003-04,0,14:13,0,4,0,1
0,NHL,82,2,23,0,0,105,24,0,5,1872,PHX,0,0,[],8.6,4,15,4,9,0,0,2005-06,0,22:50,5,62,1,9
0,NHL,82,0,24,0,0,144,28,0,11,1941,PHX,0,0,[],2.8,1,24,-20,4,0,0,2006-07,0,23:40,3,34,2,11
29,NHL,75,2,25,0,188,92,17,53,0,1620,PHX,30,0,[],4.3,4,13,9,4,0,0,2007-08,124,21:36,0,34,1,12
31,NHL,82,0,26,0,191,106,27,67,0,1863,PHX,18,0,[],5.7,6,21,-13,6,0,0,2008-09,268,22:43,0,28,1,20
23,NHL,72,1,27,0,195,104,17,80,4,1631,PHX,16,0,[],2.9,1,14,5,3,0,0,2009-10,155,22:39,2,30,0,10
38,NHL,73,2,28,0,229,104,19,56,3,1594,PIT,13,0,[],4.8,4,14,0,5,0,0,2010-11,149,21:50,1,30,0,11
26,NHL,62,0,29,0,174,77,13,47,1,1342,PIT,10,0,[],2.6,2,11,0,2,0,0,2011-12,144,21:39,0,24,1,9
12,NHL,34,0,30,0,92,42,2,42,0,724,PHX,6,0,[],0.0,0,2,4,0,0,0,2012-13,87,21:18,0,14,0,2
23,NHL,59,1,31,0,162,78,10,55,0,1238,PHX,27,0,[],2.6,2,8,6,2,0,0,2013-14,165,20:59,0,24,0,8
26,NHL,68,0,32,0,189,86,12,85,0,1412,TOT,16,0,[],4.7,4,8,-3,4,0,0,2014-15,160,20:46,0,18,0,8
23,NHL,53,0,32,0,151,67,8,73,0,1118,ARI,12,0,[],3.0,2,6,-6,2,0,0,2014-15,130,21:05,0,12,0,6
3,NHL,15,0,32,0,38,19,4,12,0,294,STL,4,0,[],10.5,2,2,3,2,0,0,2014-15,30,19:37,0,6,0,2
27,NHL,70,0,33,0,133,69,7,84,0,1191,ARI,21,0,[],2.9,2,5,3,2,0,0,2015-16,123,17:01,0,20,0,5
3,NHL,3,0,34,0,5,3,0,7,0,53,ARI,0,0,[],0.0,0,0,1,0,0,0,2016-17,5,17:40,0,0,0,0
