assists,team,goals,year,games_played,points,pim,age,plus_minus,league
8,Windsor Jr. Spitfires,6,1944-45,10,14,6,16,0,OHA-B
6,Windsor Spitfires,9,1945-46,15,15,22,17,0,IHL
7,Windsor Spitfires,23,1946-47,15,30,17,18,0,OHA-Jr.
25,Windsor Spitfires,31,1946-47,26,56,35,18,0,IHL
19,Windsor Spitfires,38,1947-48,28,57,43,19,0,OHA-Jr.
11,Windsor Spitfires,32,1947-48,25,43,48,19,0,IHL
4,Omaha Knights,3,1948-49,6,7,0,20,0,USHL
10,Indianapolis Capitols,14,1948-49,48,24,51,20,0,AHL
10,Indianapolis Capitols,20,1949-50,47,30,32,21,0,AHL
18,Indianapolis Capitols,26,1950-51,59,44,40,22,0,AHL
4,New Westminster Royals,6,1952-53,18,10,14,24,0,WHL
0,Buffalo Bisons,0,1952-53,10,0,4,24,0,AHL
33,Windsor Bulldogs,47,1953-54,54,80,191,25,0,OHA-Sr.
30,Windsor Bulldogs,30,1954-55,48,60,88,26,0,OHA-Sr.
27,Windsor Bulldogs,23,1955-56,48,50,114,27,0,OHA-Sr.
30,Windsor Bulldogs,28,1956-57,52,58,62,28,0,OHA-Sr.
25,Chatham Maroons,22,1957-58,58,47,91,29,0,NOHA
15,Windsor Bulldogs,9,1958-59,27,24,45,30,0,NOHA
27,Windsor Bulldogs,21,1959-60,47,48,77,31,0,OHA-Sr.
6,Milwaukee/Indianapolis,5,1960-61,14,11,8,32,0,IHL
12,Windsor Bulldogs,13,1961-62,17,25,16,33,0,OHA-Sr.
4,Sarnia Rams,3,1962-63,6,7,2,34,0,OHA-Sr.
4,Windsor Bulldogs,7,1963-64,17,11,18,35,0,IHL
