assists,team,goals,year,games_played,points,pim,age,plus_minus,league
2,Windsor Jr. Spitfires,1,1944-45,2,3,4,16,0,OHA-B
6,Windsor Spitfires,19,1946-47,6,25,8,18,0,IHL
5,Windsor Spitfires,10,1947-48,12,15,34,19,0,OHA-Jr.
0,Indianapolis Capitols,0,1948-49,2,0,0,20,0,AHL
1,Indianapolis Capitols,5,1949-50,8,6,4,21,0,AHL
0,Indianapolis Capitols,0,1950-51,3,0,0,22,0,AHL
1,Windsor Bulldogs,2,1953-54,4,3,8,25,0,OHA-Sr.
13,Windsor Bulldogs,2,1954-55,12,15,27,26,0,OHA-Sr.
11,Windsor Bulldogs,5,1956-57,11,16,48,28,0,OHA-Sr.
15,Windsor Bulldogs,12,1959-60,17,27,12,31,0,OHA-Sr.
9,Windsor Bulldogs,9,1961-62,13,18,12,33,0,OHA-Sr.
