points,coaches,leage,code,season,wins,loses,overtime_loses,team_name,points_percentage,playoff_result,ties,games_played,finishing_position
0,"[{'link': '/coaches/quennjo01c.html', 'name': 'J. Quenneville'}]",NHL,CHI,2017-18,0,0,0,Chicago Blackhawks,0,,0,0,
109,"[{'link': '/coaches/quennjo01c.html', 'name': 'J. Quenneville'}]",NHL,CHI,2016-17,50,23,9,Chicago Blackhawks,.665,Lost NHL First Round,0,82,1st
103,"[{'link': '/coaches/quennjo01c.html', 'name': 'J. Quenneville'}]",NHL,CHI,2015-16,47,26,9,Chicago Blackhawks,.628,Lost NHL First Round,0,82,3rd
102,"[{'link': '/coaches/quennjo01c.html', 'name': 'J. Quenneville'}]",NHL,CHI,2014-15,48,28,6,Chicago Blackhawks,.622,,0,82,3rd
107,"[{'link': '/coaches/quennjo01c.html', 'name': 'J. Quenneville'}]",NHL,CHI,2013-14,46,21,15,Chicago Blackhawks,.652,Lost NHL Conference Finals,0,82,3rd
77,"[{'link': '/coaches/quennjo01c.html', 'name': 'J. Quenneville'}]",NHL,CHI,2012-13,36,7,5,Chicago Blackhawks,.802,,0,48,1st
101,"[{'link': '/coaches/quennjo01c.html', 'name': 'J. Quenneville'}]",NHL,CHI,2011-12,45,26,11,Chicago Blackhawks,.616,Lost NHL Conference Quarter-Finals,0,82,4th
97,"[{'link': '/coaches/quennjo01c.html', 'name': 'J. Quenneville'}]",NHL,CHI,2010-11,44,29,9,Chicago Blackhawks,.591,Lost NHL Conference Quarter-Finals,0,82,3rd
112,"[{'link': '/coaches/quennjo01c.html', 'name': 'J. Quenneville'}]",NHL,CHI,2009-10,52,22,8,Chicago Blackhawks,.683,,0,82,1st
104,"[{'link': '/coaches/savarde01c.html', 'name': 'D. Savard'}, {'link': '/coaches/quennjo01c.html', 'name': 'J. Quenneville'}]",NHL,CHI,2008-09,46,24,12,Chicago Blackhawks,.634,Lost NHL Conference Finals,0,82,2nd
88,"[{'link': '/coaches/savarde01c.html', 'name': 'D. Savard'}]",NHL,CHI,2007-08,40,34,8,Chicago Blackhawks,.537,,0,82,3rd
71,"[{'link': '/coaches/yawnetr01c.html', 'name': 'T. Yawney'}, {'link': '/coaches/savarde01c.html', 'name': 'D. Savard'}]",NHL,CHI,2006-07,31,42,9,Chicago Blackhawks,.433,,0,82,5th
65,"[{'link': '/coaches/yawnetr01c.html', 'name': 'T. Yawney'}]",NHL,CHI,2005-06,26,43,13,Chicago Blackhawks,.396,,0,82,4th
59,"[{'link': '/coaches/suttebr01c.html', 'name': 'B. Sutter'}]",NHL,CHI,2003-04,20,43,8,Chicago Blackhawks,.360,,11,82,5th
79,"[{'link': '/coaches/suttebr01c.html', 'name': 'B. Sutter'}]",NHL,CHI,2002-03,30,33,6,Chicago Blackhawks,.482,,13,82,3rd
96,"[{'link': '/coaches/suttebr01c.html', 'name': 'B. Sutter'}]",NHL,CHI,2001-02,41,27,1,Chicago Blackhawks,.585,Lost NHL Conference Quarter-Finals,13,82,3rd
71,"[{'link': '/coaches/suhonal99c.html', 'name': 'A. Suhonen'}]",NHL,CHI,2000-01,29,40,5,Chicago Blackhawks,.433,,8,82,4th
78,"[{'link': '/coaches/mollelo99c.html', 'name': 'L. Molleken'}, {'link': '/coaches/pulfobo01c.html', 'name': 'B. Pulford'}]",NHL,CHI,1999-00,33,37,2,Chicago Blackhawks,.476,,10,82,3rd
70,"[{'link': '/coaches/grahadi01c.html', 'name': 'D. Graham'}, {'link': '/coaches/mollelo99c.html', 'name': 'L. Molleken'}]",NHL,CHI,1998-99,29,41,0,Chicago Blackhawks,.427,,12,82,3rd
73,"[{'link': '/coaches/hartscr01c.html', 'name': 'C. Hartsburg'}]",NHL,CHI,1997-98,30,39,0,Chicago Blackhawks,.445,,13,82,5th
81,"[{'link': '/coaches/hartscr01c.html', 'name': 'C. Hartsburg'}]",NHL,CHI,1996-97,34,35,0,Chicago Blackhawks,.494,Lost NHL Conference Quarter-Finals,13,82,5th
