assists,year,games_played,points,goals,team,age,pim,plus_minus,league
12,1940-41,23,21,9,Dome Porkies,20,28,0,NOJHA
18,1941-42,39,24,6,Omaha Knights,21,25,0,AHA
16,1942-43,30,25,9,Montreal Army,22,46,0,QSHL
14,1943-44,11,22,8,Kingston Army,23,14,0,OHA-Sr.
24,1946-47,35,33,9,Indianapolis Capitols,26,77,0,AHL
21,1947-48,45,35,14,Indianapolis Capitols,27,50,0,AHL
55,1948-49,67,74,19,St. Louis Flyers,28,39,0,AHL
42,1949-50,70,56,14,St. Louis Flyers,29,60,0,AHL
2,1950-51,12,5,3,Denver Falcons,30,6,0,USHL
11,1950-51,35,14,3,2 Teams,30,26,0,AHL
2,1950-51,13,3,1,St. Louis Flyers,30,10,0,AHL
9,1950-51,22,11,2,Cleveland Barons,30,16,0,AHL
