bad_start,shutouts,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,games_started,age,good_start_precentages,saves,pim,goals,good_starts,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,won,assists,ties,wins,games_played,minutes
0,0,0,3.35,0.17,82,WHA,0,34,0,72,0,0,0,98,10,.878,1976-77,EDO,0,,0,0,0,3,179
0,0,0,2.50,0,0,WHA,0,35,0,0,0,0,0,0,2,0,1977-78,QBN,0,,0,0,0,2,48
