year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2004-05,18,31,32,40,-10,USHL,57,Des Moines Buccaneers,71
2004-05,18,1,0,0,2,WJ18-A,6,United States,1
2005-06,19,13,8,17,0,WCHA,42,Colorado College,30
2006-07,20,14,4,17,0,WCHA,39,Colorado College,31
2007-08,21,28,8,14,0,WCHA,40,Colorado College,42
2008-09,22,18,6,19,0,WCHA,38,Colorado College,37
2009-10,23,19,7,19,-2,AHL,79,Houston Aeros,38
2010-11,24,13,12,27,10,AHL,60,Houston Aeros,40
2011-12,25,14,2,21,6,AHL,67,Houston Aeros,35
2012-13,26,16,6,11,7,AHL,60,Houston Aeros,27
