game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,-2,18,0,21,2,1974-75,0,0,3,0,,WHA,16.7,0,20,40,[],5,3,,VNB
6,12,118,0,75,18,1975-76,0,0,16,2,,WHA,13.6,0,21,127,[],34,14,,CGC
0,-8,130,0,76,29,1976-77,0,0,23,4,,WHA,17.7,0,22,120,[],52,19,,CGC
0,-1,154,0,77,28,1977-78,0,0,28,6,,WHA,18.2,0,23,158,[],56,22,,TOT
0,-1,32,0,21,7,1977-78,0,0,3,1,,WHA,9.4,0,23,28,[],10,2,,QBN
0,0,122,0,56,21,1977-78,0,0,25,5,,WHA,20.5,0,23,130,[],46,20,,INR
0,17,116,0,77,24,1978-79,0,0,20,4,,WHA,17.2,0,24,132,[],44,16,,TOT
0,1,23,0,8,1,1978-79,0,0,3,1,,WHA,13.0,0,24,17,[],4,2,,INR
0,16,93,0,69,23,1978-79,0,0,17,3,,WHA,18.3,0,24,115,[],40,14,,EDO
0,-11,23,0,39,5,1979-80,3,0,1,0,,NHL,4.3,2,25,54,[],6,1,,EDM
0,1,17,0,21,3,1980-81,3,0,2,1,,NHL,11.8,0,26,43,[],5,1,,EDM
