year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1997-98,16,0,2,4,0,AMHL,10,Calgary Buffaloes,4
2000-01,19,0,4,0,-4,WHL,4,Kamloops Blazers,0
2001-02,20,0,15,0,0,WHL,4,Kamloops Blazers,0
2003-04,22,0,8,0,1,AHL,7,Syracuse Crunch,0
2005-06,24,0,27,4,4,ECHL,13,Las Vegas Wranglers,4
2005-06,24,0,2,1,0,AHL,2,Hershey Bears,1
2006-07,25,0,30,7,0,AHL,17,Hershey Bears,7
2007-08,26,0,8,0,-1,AHL,5,Hershey Bears,0
2008-09,27,0,14,5,15,AHL,16,Hershey Bears,5
2011-12,30,0,0,0,-3,AHL,3,Milwaukee Admirals,0
2012-13,31,0,0,0,-2,AHL,1,Texas Stars,0
