pim,team,assists,plus_minus,points,league,games_played,year,age,goals
6,Northwood Huskies,8,0,20,High-NY,12,1988-89,15,12
8,Northwood Huskies,7,0,21,High-NY,8,1989-90,16,14
26,Lawrence Academy,47,0,83,High-MA,26,1990-91,17,36
51,Hull Olympiques,44,0,85,QMJHL,64,1991-92,18,41
4,United States,4,0,6,WJC-A,7,1991-92,18,2
66,Hull Olympiques,29,0,71,QMJHL,50,1992-93,19,42
2,United States,2,0,7,WJC-A,7,1992-93,19,5
59,United States,33,0,57,Nat-Tm,56,1993-94,20,24
6,United States,0,0,0,Olympics,8,1993-94,20,0
6,Fredericton Canadiens,17,0,23,AHL,19,1993-94,20,6
103,Fredericton Canadiens,24,0,51,AHL,77,1994-95,21,27
32,2 Teams,30,0,71,AHL,60,1995-96,22,41
24,Fredericton Canadiens,23,0,51,AHL,44,1995-96,22,28
8,Baltimore Bandits,7,0,20,AHL,16,1995-96,22,13
2,United States,0,0,0,WC-A,4,1996-97,23,0
10,Manitoba Moose,3,-5,4,IHL,10,1999-00,26,1
88,Worcester IceCats,34,13,65,AHL,66,1999-00,26,31
6,Quebec Citadelles,0,-2,5,AHL,3,2000-01,27,5
12,United States,2,-1,4,WC-A,9,2000-01,27,2
26,Norfolk Admirals,14,6,25,AHL,44,2001-02,28,11
55,San Antonio Rampage,37,-10,53,AHL,64,2002-03,29,16
41,Chicago Wolves,13,1,23,AHL,41,2003-04,30,10
2,Neftekhimik Nizhnekamsk,0,0,0,Russia,2,2003-04,30,0
72,2 Teams,17,-20,27,AHL,59,2004-05,31,10
64,Bridgeport Sound Tigers,12,-13,20,AHL,46,2004-05,31,8
8,Springfield Falcons,5,-7,7,AHL,13,2004-05,31,2
70,2 Teams,29,-1,53,AHL,67,2005-06,32,24
24,Springfield Falcons,12,-8,24,AHL,32,2005-06,32,12
46,Philadelphia Phantoms,17,7,29,AHL,35,2005-06,32,12
12,EHC Basel,3,0,5,Swiss,8,2006-07,33,2
23,EHC Visp,14,0,22,Swiss-2,16,2006-07,33,8
