assists,team,goals,year,games_played,points,pim,age,plus_minus,league
14,Guelph Indians,14,1939-40,20,28,8,18,0,OHA-Jr.
21,Guelph Biltmores,20,1940-41,16,41,7,19,0,OHA-Jr.
32,Omaha Knights,28,1941-42,48,60,45,20,0,AHA
15,Indianapolis Capitols,8,1942-43,13,23,5,21,0,AHL
2,Toronto Army Shamrocks,4,1942-43,2,6,0,21,0,TIHL
0,Toronto Army Daggers,0,1943-44,1,0,0,22,0,OHA-Sr.
30,Toronto Army Shamrocks,30,1943-44,31,60,25,22,0,TMHL
7,Toronto Army Shamrocks,5,1944-45,10,12,2,23,0,TIHL
4,Toronto Army Daggers,3,1944-45,2,7,0,23,0,TNDHL
17,Indianapolis Capitols,20,1945-46,34,37,8,24,0,AHL
12,Omaha Knights,17,1945-46,17,29,2,24,0,USHL
35,Cleveland Barons,52,1946-47,64,87,28,25,0,AHL
38,Cleveland Barons,48,1947-48,68,86,11,26,0,AHL
44,Cleveland Barons,34,1948-49,62,78,12,27,0,AHL
28,Cleveland Barons,14,1949-50,44,42,16,28,0,AHL
9,New Haven Eagles,10,1950-51,25,19,12,29,0,AHL
11,Portland Eagles,6,1950-51,18,17,0,29,0,PCHL
4,Denver Falcons,3,1950-51,11,7,0,29,0,USHL
