assists,team,goals,year,games_played,points,pim,age,plus_minus,league
4,Guelph Indians,3,1939-40,3,7,0,18,0,OHA-Jr.
9,Guelph Biltmores,3,1940-41,5,12,4,19,0,OHA-Jr.
7,Omaha Knights,7,1941-42,8,14,2,20,0,AHA
1,Toronto Army Shamrocks,0,1942-43,4,1,0,21,0,TIHL
6,Toronto Army Shamrocks,2,1943-44,4,8,0,22,0,TMHL
3,Omaha Knights,2,1945-46,7,5,6,24,0,USHL
0,Cleveland Barons,1,1946-47,4,1,0,25,0,AHL
4,Cleveland Barons,4,1947-48,9,8,8,26,0,AHL
1,Cleveland Barons,4,1948-49,5,5,0,27,0,AHL
2,Cleveland Barons,3,1949-50,5,5,5,28,0,AHL
