assists,team,goals,year,games_played,points,pim,age,plus_minus,league
31,North York Rangers,27,1977-78,55,58,30,17,0,ON-Jr.A
47,Kingston Canadians,27,1978-79,58,74,45,18,0,OMJHL
50,Kingston Canadians,38,1979-80,68,88,52,19,0,OMJHL
83,Kingston Canadians,57,1980-81,66,140,53,20,0,OMJHL
1,Indianapolis Checkers,2,1981-82,8,3,5,21,0,CHL
65,Toledo Goaldiggers,55,1981-82,71,120,14,21,0,IHL
40,Indianapolis Checkers,34,1982-83,67,74,22,22,0,CHL
34,Indianapolis Checkers,34,1983-84,71,68,40,23,0,CHL
40,Springfield Indians,20,1984-85,57,60,31,24,0,AHL
19,Springfield Indians,15,1985-86,53,34,10,25,0,AHL
