assists,team,goals,year,games_played,points,pim,age,plus_minus,league
23,Avon Old Farms,29,1995-96,24,52,0,18,0,High-CT
13,Yale University Bulldogs,10,1996-97,31,23,26,19,0,ECAC
20,Yale University Bulldogs,27,1997-98,33,47,28,20,0,ECAC
28,Yale University Bulldogs,20,1998-99,30,48,51,21,0,ECAC
1,Yale University Bulldogs,0,1999-00,2,1,0,22,0,ECAC
32,Yale University Bulldogs,23,2000-01,31,55,39,23,0,ECAC
15,Karpat Oulu,18,2001-02,39,33,16,24,0,Finland
16,Bridgeport Sound Tigers,22,2002-03,67,38,35,25,8,AHL
25,Bridgeport Sound Tigers,43,2003-04,67,68,26,26,16,AHL
0,United States,1,2003-04,6,1,2,26,0,WC-A
30,Hartford Wolf Pack,23,2004-05,60,53,32,27,15,AHL
1,Ak Bars Kazan,0,2005-06,8,1,16,28,0,Russia
26,Bridgeport Sound Tigers,24,2005-06,39,50,28,28,-8,AHL
6,Albany River Rats,3,2007-08,9,9,6,30,3,AHL
37,Chicago Wolves,16,2008-09,50,53,18,31,-6,AHL
24,HC Lugano,22,2009-10,46,46,28,32,0,Swiss
19,HIFK Helsinki,14,2010-11,33,33,38,33,0,Finland
