assists,year,games_played,points,goals,team,age,pim,plus_minus,league
13,1975-76,10,21,8,Trois-Rivieres Draveurs,17,20,0,QMJHL
16,1977-78,13,33,17,Trois-Rivieres Draveurs,19,7,0,QMJHL
2,1977-78,4,5,3,Trois-Rivieres Draveurs,19,0,0,M-Cup
1,1979-80,4,1,0,Syracuse Firebirds,21,0,0,AHL
5,1980-81,8,10,5,Erie Blades,22,6,0,EHL
3,1982-83,12,12,9,Fredericton Express,24,6,0,AHL
