assists,year,games_played,points,goals,team,age,pim,plus_minus,league
22,1973-74,65,46,24,Hull Festivals,15,16,0,QMJHL
23,1974-75,57,40,17,2 Teams,16,100,0,QMJHL
8,1974-75,23,12,4,Hull Festivals,16,36,0,QMJHL
15,1974-75,34,28,13,Sorel Eperviers,16,64,0,QMJHL
68,1975-76,73,121,53,2 Teams,17,74,0,QMJHL
18,1975-76,25,35,17,Sorel Eperviers,17,41,0,QMJHL
50,1975-76,48,86,36,Trois-Rivieres Draveurs,17,33,0,QMJHL
58,1976-77,66,110,52,Trois-Rivieres Draveurs,18,76,0,QMJHL
61,1977-78,69,111,50,Trois-Rivieres Draveurs,19,87,0,QMJHL
2,1978-79,10,7,5,Binghamton Dusters,20,2,0,AHL
32,1979-80,66,61,29,Syracuse Firebirds,21,36,0,AHL
0,1980-81,1,0,0,Rochester Americans,22,0,0,AHL
32,1980-81,32,42,10,Erie Blades,22,47,0,EHL
32,1981-82,74,83,51,Fredericton Express,23,18,0,AHL
36,1982-83,48,56,20,Fredericton Express,24,17,0,AHL
