assists,team,goals,year,games_played,points,pim,age,plus_minus,league
2,AC ZPS Zlin,2,1990-91,14,4,18,16,0,Czech
4,Czechoslovakia,0,1990-91,5,4,2,16,0,EJC-A
5,AC ZPS Zlin,5,1991-92,34,10,50,17,0,Czech
0,Czechoslovakia,3,1991-92,7,3,8,17,0,WJC-A
1,Czechoslovakia,1,1991-92,6,2,8,17,0,EJC-A
1,Atlanta Knights,1,1992-93,2,2,2,18,0,IHL
0,Czech Republic,0,1993-94,1,0,0,19,0,WC-A
0,AC ZPS Zlin,1,1994-95,2,1,10,20,0,CzRep
0,Czech Republic,0,1996-97,3,0,4,22,0,W-Cup
0,Czech Republic,1,1997-98,6,1,2,23,0,Olympics
3,HC Barum Continental Zlin,0,1999-00,6,3,4,25,0,CzRep
1,Czech Republic,0,2001-02,4,1,2,27,4,Olympics
0,Czech Republic,0,2003-04,7,0,0,29,2,WC-A
2,Czech Republic,0,2004-05,4,2,0,30,4,W-Cup
14,HC Hame Zlin,2,2004-05,45,16,70,30,0,CzRep
