pim,team,assists,plus_minus,points,league,games_played,year,age,goals
23,Des Moines Buccaneers,9,0,11,USHL,12,1997-98,18,2
16,Des Moines Buccaneers,2,0,10,USHL,13,1998-99,19,8
4,Manchester Monarchs,1,0,4,AHL,6,2003-04,24,3
4,Manchester Monarchs,0,-5,1,AHL,6,2004-05,25,1
2,Manchester Monarchs,4,-1,8,AHL,7,2005-06,26,4
4,Manchester Monarchs,3,4,4,AHL,16,2006-07,27,1
4,Lukko Rauma,2,0,3,Finland,7,2008-09,29,1
6,HC Slavia Praha,2,0,2,CzRep,13,2009-10,30,0
