age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,0.0,0,1,-2,NHL,8,0,1987-88,0,5,0,,0,6,,DET,1
22,SC,20.7,6,8,1,NHL,0,0,1989-90,2,29,6,,0,16,,EDM,14
23,,9.1,1,5,3,NHL,15,0,1990-91,1,22,2,,1,14,,EDM,7
24,,25.0,4,16,2,NHL,16,0,1991-92,2,32,8,,4,12,,EDM,24
25,,0.0,0,0,-2,NHL,4,0,1992-93,0,8,0,,0,8,,CHI,0
26,,8.3,1,3,2,NHL,6,0,1993-94,0,12,1,,0,25,,CHI,4
27,,13.0,6,3,-1,NHL,16,0,1994-95,3,69,9,,3,29,,CHI,12
28,,15.8,6,2,1,NHL,10,0,1995-96,2,38,6,,0,33,,CHI,8
29,,12.5,0,1,-2,NHL,6,0,1996-97,0,8,1,,1,10,,STL,2
30,,10.0,0,1,-1,NHL,6,0,1997-98,0,10,1,,1,20,,SJS,2
31,,0.0,0,3,0,NHL,6,0,1998-99,0,21,0,19:08,0,4,115,SJS,3
32,,0.0,0,0,-2,NHL,5,0,1999-00,0,8,0,13:02,0,8,65,WSH,0
