giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,8,0,24,0,0,4,1,0,0,70,VAN,0,0,[],0.0,0,1,-1,0,0,0,1999-00,0,8:47,0,6,0,1
0,NHL,21,0,25,0,0,23,6,0,0,224,VAN,0,0,[],13.0,2,3,1,3,0,1,2000-01,0,10:39,0,32,0,3
0,NHL,49,0,26,0,0,37,9,0,0,499,VAN,0,0,[],5.4,2,7,-1,2,0,0,2001-02,0,10:11,0,74,0,7
0,NHL,36,1,27,0,0,36,4,0,0,323,VAN,0,0,[],5.6,2,2,-7,2,0,0,2002-03,0,8:58,0,66,0,2
0,NHL,71,0,28,0,0,70,14,0,1,815,VAN,0,0,[],8.6,5,8,-13,6,0,0,2003-04,0,11:29,1,133,1,6
0,NHL,82,2,30,0,0,85,17,0,0,960,VAN,0,0,[],11.8,8,7,1,10,0,0,2005-06,0,11:42,2,142,0,7
0,NHL,81,2,31,0,0,63,16,0,0,756,PIT,0,0,[],11.1,7,9,0,7,0,0,2006-07,0,9:20,0,125,0,9
12,NHL,71,1,32,6,106,55,16,134,0,725,PIT,21,40.0,[],10.9,5,10,3,6,4,1,2007-08,19,10:12,0,138,0,10
19,NHL,78,0,33,6,143,89,21,148,0,913,OTT,26,25.0,[],7.9,6,14,0,7,2,1,2008-09,37,11:43,0,144,2,12
28,NHL,82,1,34,19,169,106,26,133,1,1095,OTT,59,20.8,[],11.3,12,14,-2,12,5,0,2009-10,43,13:21,0,121,1,12
23,NHL,73,1,35,12,122,66,12,131,0,830,TOT,17,40.0,[],4.5,3,9,-2,3,8,0,2010-11,29,11:22,0,97,1,8
21,NHL,50,1,35,9,90,46,10,83,0,624,OTT,16,40.0,[],4.3,2,8,-2,2,6,0,2010-11,24,12:28,0,59,1,7
2,NHL,23,0,35,3,32,20,2,48,0,207,ANA,1,40.0,[],5.0,1,1,0,1,2,0,2010-11,5,8:59,0,38,0,1
