assists,team,goals,year,games_played,points,pim,age,plus_minus,league
19,Fort Saskatchewan Traders,11,1991-92,52,30,40,16,0,AJHL
20,Prince Albert Raiders,12,1992-93,72,32,66,17,0,WHL
26,Prince Albert Raiders,23,1993-94,63,49,70,18,0,WHL
50,Prince Albert Raiders,43,1994-95,71,93,67,19,0,WHL
15,Hershey Bears,7,1995-96,60,22,35,20,0,AHL
19,Philadelphia Phantoms,21,1996-97,64,40,56,21,0,AHL
18,Philadelphia Phantoms,34,1997-98,71,52,48,22,8,AHL
20,Philadelphia Phantoms,26,1998-99,72,46,39,23,-2,AHL
18,Milwaukee Admirals,21,1999-00,76,39,28,24,-2,IHL
32,Hamilton Bulldogs,39,2000-01,79,71,34,25,-17,AHL
29,St. John\'s Maple Leafs,27,2001-02,58,56,30,26,20,AHL
10,St. John\'s Maple Leafs,6,2002-03,17,16,12,27,-6,AHL
15,2 Teams,16,2003-04,68,31,57,28,2,AHL
10,Hartford Wolf Pack,11,2003-04,50,21,37,28,2,AHL
5,San Antonio Rampage,5,2003-04,18,10,20,28,0,AHL
23,2 Teams,9,2004-05,79,32,79,29,-12,AHL
17,San Antonio Rampage,6,2004-05,62,23,50,29,-9,AHL
6,Edmonton Roadrunners,3,2004-05,17,9,29,29,-3,AHL
21,Lowell Lock Monsters,19,2005-06,59,40,51,30,-21,AHL
2,Linkopings HC,0,2006-07,24,2,22,31,0,Sweden
2,Assat Pori,3,2006-07,25,5,39,31,0,Finland
19,HK Acroni Jesenice,13,2007-08,45,32,52,32,0,Slovenia
