year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1996-97,19,12,0,47,0,MJHL,52,Winnipeg South Blues,59
1997-98,20,3,43,5,0,WCHA,25,U. of Alaska Anchorage,8
1997-98,20,3,31,3,0,USHL,12,Omaha Lancers,6
1999-00,22,1,67,18,0,WCHA,36,St. Cloud State Huskies,19
2000-01,23,10,116,24,0,WCHA,38,St. Cloud State Huskies,34
2001-02,24,4,99,29,3,AHL,68,Syracuse Crunch,33
2002-03,25,1,54,10,4,AHL,22,Syracuse Crunch,11
2004-05,27,11,106,7,0,Finland,46,JYP Jyvaskyla,18
2007-08,30,4,77,23,6,AHL,37,Syracuse Crunch,27
2008-09,31,2,124,18,0,KHL,51,Dynamo Riga,20
2009-10,32,3,146,19,0,KHL,55,Dynamo Minsk,22
2010-11,33,4,42,15,0,Swiss,42,ZSC Lions Zurich,19
2011-12,34,3,71,10,0,Swiss,36,Kloten Flyers,13
2012-13,35,5,60,13,0,Germany,42,Hamburg Freezers,18
