year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1997-98,20,0,84,8,0,USHL,14,Omaha Lancers,8
2001-02,24,0,12,1,0,AHL,10,Syracuse Crunch,1
2004-05,27,2,25,0,0,Finland,1,JYP Jyvaskyla,2
2007-08,30,2,10,4,-1,AHL,13,Syracuse Crunch,6
2008-09,31,0,33,0,0,KHL,2,Dynamo Riga,0
2010-11,33,0,8,3,0,Swiss,5,ZSC Lions Zurich,3
2011-12,34,0,8,0,0,Swiss,5,Kloten Flyers,0
2012-13,35,0,43,1,0,Germany,5,Hamburg Freezers,1
